date,precipitation,temp_max,temp_min,wind,weather
10/27/2002,0,25.6,12.8,2.6,sun
10/28/2002,0,21.1,12.2,3.4,fog
10/29/2002,0,25,13.3,1.4,sun
10/30/2002,0,25,13.3,2.8,sun
10/31/2002,0,21.7,13.3,1.8,sun
11/1/2002,0,20.6,13.3,3.9,sun
11/2/2002,2,17.2,15,2,rain
11/3/2002,0,25,15.6,2.4,fog
11/4/2002,0,28.9,15,3.4,sun
11/5/2002,0,30,15,2.1,sun
11/6/2002,0,30.6,13.9,1.4,sun
11/7/2002,0,31.1,13.9,1.9,sun
11/8/2002,0,28.3,14.4,2.5,sun
11/9/2002,0,28.3,14.4,2.1,sun
11/10/2002,2.3,25.6,15,2.9,rain
11/11/2002,0,25,14.4,2.9,sun
11/12/2002,0,25.6,16.1,1.9,sun
11/13/2002,0,27.8,15,1.8,sun
11/14/2002,0.8,27.2,15,2,rain
11/15/2002,1.8,21.1,17.2,1,rain
11/16/2002,0,28.9,16.1,2.2,fog
11/17/2002,0,25.6,17.2,3,sun
11/18/2002,0,26.1,15.6,3.1,sun
11/19/2002,0,26.7,15.6,3,sun
11/20/2002,0,25.6,16.1,4.6,sun
11/21/2002,0,27.8,15,4.3,sun
11/22/2002,0,28.9,15,1.9,sun
11/23/2002,0,25,16.1,4.1,sun
11/24/2002,0,25,16.7,2.7,sun
11/25/2002,0.3,22.2,16.1,2.6,rain
11/26/2002,1,24.4,16.1,1.9,rain
11/27/2002,1.3,26.7,17.2,1.4,rain
11/28/2002,5.6,26.7,15.6,1.3,rain
11/29/2002,19.3,23.9,18.3,3,rain
11/30/2002,0,26.1,16.1,2.9,sun
12/1/2002,0,27.8,13.9,2.6,sun
12/2/2002,0,27.8,15.6,2.5,sun
12/3/2002,0,27.8,17.2,2.1,sun
12/4/2002,2.3,25,16.7,1.7,rain
12/5/2002,0.3,22.8,16.1,2.4,rain
12/6/2002,27.7,20,15.6,2.5,rain
12/7/2002,21.3,21.7,16.1,2.6,rain
12/8/2002,0,23.3,17.2,2,sun
12/9/2002,0,26.7,14.4,1.5,fog
12/10/2002,0,26.1,13.9,2.1,sun
12/11/2002,0,26.7,15,3.7,sun
12/12/2002,0,33.9,16.1,2.4,sun
12/13/2002,0,25.6,15,1.7,sun
12/14/2002,0,18.9,15.6,2,sun
12/15/2002,0,21.7,15.6,1.4,fog
12/16/2002,3.3,18.9,14.4,2.2,rain
12/17/2002,0.3,21.7,15,4.3,rain
12/18/2002,0,17.8,13.9,2.3,sun
12/19/2002,0,21.1,13.3,2.5,sun
12/20/2002,0,25.6,10,1.5,sun
12/21/2002,3.6,23.3,13.3,3,rain
12/22/2002,0,21.1,13.3,2.5,sun
12/23/2002,13.5,17.2,13.3,5.5,rain
12/24/2002,2.8,16.1,11.1,4.5,rain
12/25/2002,0,17.8,10,2.6,sun
12/26/2002,2,16.1,9.4,3,rain
12/27/2002,0,17.2,7.2,2.2,sun
12/28/2002,1,13.9,10.6,4.3,rain
12/29/2002,43.4,16.7,11.7,6,rain
12/30/2002,16.8,14.4,11.1,7.1,rain
12/31/2002,18.5,13.9,10,6.3,rain
1/1/2003,7.9,14.4,8.9,4.7,rain
1/2/2003,5.3,12.8,9.4,2.4,rain
1/3/2003,0.8,14.4,8.9,0.9,rain
1/4/2003,0,17.8,5.6,1.1,sun
1/5/2003,0,20,8.3,1.6,sun
1/6/2003,4.1,22.8,7.8,2.6,rain
1/7/2003,0.5,16.1,11.7,6.3,rain
1/8/2003,6.9,13.9,7.8,3,rain
1/9/2003,0,15,5.6,1.6,sun
1/10/2003,1,14.4,8.3,1.7,rain
1/11/2003,9.1,13.9,10.6,1,rain
1/12/2003,1,14.4,8.9,2.2,rain
1/13/2003,0,15,6.7,1.8,fog
1/14/2003,0,15.6,3.9,1.6,sun
1/15/2003,0,15.6,5,0.9,sun
1/16/2003,0,12.8,8.9,2.7,fog
1/17/2003,0,14.4,8.9,1.7,fog
1/18/2003,0,12.8,7.2,1.2,sun
1/19/2003,0,10.6,7.8,1.4,sun
1/20/2003,0,10.6,7.8,2.4,sun
1/21/2003,0,11.7,8.3,2.5,sun
1/22/2003,0,14.4,7.2,1.9,sun
1/23/2003,0,12.8,6.1,0.4,sun
1/24/2003,0,10,6.1,0.6,sun
1/25/2003,0,12.2,7.8,1.8,sun
1/26/2003,0,11.7,8.3,2.7,sun
1/27/2003,1.8,13.9,8.3,4.4,rain
1/28/2003,0,14.4,7.2,5.1,sun
1/29/2003,0,13.3,3.3,2.2,sun
1/30/2003,0.5,15,5.6,3.9,rain
1/31/2003,0.3,14.4,10.6,2.2,rain
2/1/2003,1.3,17.8,11.7,1.4,rain
2/2/2003,12.7,14.4,8.3,7.9,rain
2/3/2003,0.5,12.2,4.4,2.4,rain
2/4/2003,0,10.6,3.9,1.6,drizzle
2/5/2003,2.5,13.3,7.2,3.1,rain
2/6/2003,3.8,12.8,7.8,1.7,rain
2/7/2003,30,11.1,10,7.2,rain
2/8/2003,0,13.3,7.2,4.1,sun
2/9/2003,1.8,11.1,5,1.4,rain
2/10/2003,0,11.1,8.3,4.4,sun
2/11/2003,0,16.1,6.1,2.6,fog
2/12/2003,4.1,15.6,8.9,2.2,rain
2/13/2003,0,13.9,10.6,3.8,sun
2/14/2003,1.3,11.1,6.1,1.1,rain
2/15/2003,3,10.6,7.2,6,rain
2/16/2003,0,10,5,4.6,sun
2/17/2003,5.3,11.7,7.2,5.4,rain
2/18/2003,26.2,12.8,9.4,3.9,rain
2/19/2003,1,13.3,4.4,5.1,rain
2/20/2003,0,7.8,1.7,4.3,sun
2/21/2003,0,7.8,-0.5,3.6,sun
2/22/2003,0,9.4,0,4.6,sun
2/23/2003,0,11.1,1.1,2.6,sun
2/24/2003,0,11.7,0.6,0.9,fog
2/25/2003,0,12.2,2.2,0.5,sun
2/26/2003,0,12.2,2.8,1,sun
2/27/2003,0,14.4,5.6,1.3,sun
2/28/2003,0,11.7,3.3,0.7,sun
3/1/2003,0.5,9.4,5,2.1,rain
3/2/2003,2.3,11.1,7.2,3.9,rain
3/3/2003,3,13.3,7.8,8.8,rain
3/4/2003,4.6,7.8,1.7,3.5,rain
3/5/2003,0,5,-0.5,5.6,sun
3/6/2003,0,4.4,-2.1,1.6,sun
3/7/2003,0,1.1,-4.9,2.6,sun
3/8/2003,0,1.1,-4.3,4.7,sun
3/9/2003,0,0,-7.1,3.1,sun
3/10/2003,0,2.2,-6.6,2.2,sun
3/11/2003,0,1.1,-4.9,1.3,sun
3/12/2003,0,5.6,0.6,1.5,sun
3/13/2003,0,5,-1.6,0.8,sun
3/14/2003,6.9,5.6,-0.5,2.3,rain
3/15/2003,0.5,9.4,5.6,2.9,rain
3/16/2003,0,9.4,6.1,3.7,sun
3/17/2003,1.3,11.7,8.3,3.9,rain
3/18/2003,0.3,10,4.4,1,rain
3/19/2003,0,8.3,4.4,2.7,sun
3/20/2003,1.3,7.8,2.2,2.8,rain
3/21/2003,0,5,0,2.1,sun
3/22/2003,5.6,8.3,0.6,3.7,snow
3/23/2003,5.6,8.9,5.6,2.3,rain
3/24/2003,10.7,10.6,8.3,4,rain
3/25/2003,1.5,11.7,6.1,5.9,rain
3/26/2003,0,8.3,2.8,1.7,sun
3/27/2003,0,6.7,1.7,0.8,sun
3/28/2003,0,6.7,0.6,0.5,sun
3/29/2003,0.3,8.9,0,2.1,rain
3/30/2003,0,9.4,3.3,1.3,sun
3/31/2003,0,7.2,1.7,1.1,sun
4/1/2003,0.3,8.9,4.4,2.6,rain
4/2/2003,0.5,8.3,5,1.7,rain
4/3/2003,0,7.2,3.3,1.2,sun
4/4/2003,4.1,10.6,6.1,3.2,rain
4/5/2003,1.5,8.9,2.8,2.6,rain
4/6/2003,0,7.8,0.6,2.7,fog
4/7/2003,0,8.3,-0.5,3.7,sun
4/8/2003,0.3,7.8,-0.5,2.6,rain
4/9/2003,12.2,8.3,5,1.6,rain
4/10/2003,9.7,10,7.2,4.6,rain
4/11/2003,5.8,9.4,5.6,6.3,rain
4/12/2003,4.3,12.8,8.3,7,rain
4/13/2003,21.3,14.4,7.2,8.8,rain
4/14/2003,1.5,11.1,5.6,8.1,rain
4/15/2003,0,10.6,10,7.1,sun
4/16/2003,0,11.1,7.2,1.3,sun
4/17/2003,0,11.1,5.6,2.5,sun
4/18/2003,0,6.7,4.4,2.7,sun
4/19/2003,0,5.6,2.8,2.3,sun
4/20/2003,0,9.4,0.6,2.2,sun
4/21/2003,0,6.1,3.3,2.5,sun
4/22/2003,0,10,2.8,2.2,sun
4/23/2003,0,10,1.7,1.5,sun
4/24/2003,0.5,9.4,5.6,2.6,rain
4/25/2003,0,10,2.8,5.2,fog
4/26/2003,0,12.8,1.1,1.9,sun
4/27/2003,0,12.2,1.1,0.8,sun
4/28/2003,0,8.3,0.6,1.3,sun
4/29/2003,0,9.4,1.7,1.3,sun
4/30/2003,8.9,11.1,6.1,1.6,rain
5/1/2003,21.6,11.1,7.2,3.4,rain
5/2/2003,0,8.3,6.1,6.4,sun
5/3/2003,2.3,7.8,5.6,2.6,rain
5/4/2003,2,7.8,2.8,0.8,rain
5/5/2003,0,8.9,1.1,2.5,sun
5/6/2003,0,5,0,4.3,sun
5/7/2003,0,2.8,-2.1,4.7,sun
5/8/2003,0,-0.5,-5.5,6.6,sun
5/9/2003,0,-1.6,-6,4.5,sun
5/10/2003,0,3.3,-4.9,4.2,sun
5/11/2003,5.1,5.6,-0.5,4.6,snow
5/12/2003,0.5,3.9,0,2.4,rain
5/13/2003,18.3,10,2.2,4.7,rain
5/14/2003,17,12.2,5.6,3.8,rain
5/15/2003,4.6,12.2,7.2,6.4,rain
5/16/2003,1.8,12.8,7.8,6.3,rain
5/17/2003,9.4,11.7,6.1,6.4,rain
5/18/2003,11.7,11.1,5,5.1,rain
5/19/2003,26.4,9.4,3.9,7.9,rain
5/20/2003,14.5,8.3,4.4,5.5,rain
5/21/2003,15.2,8.9,5,6.2,rain
5/22/2003,1,8.3,3.9,6,rain
5/23/2003,3,10,5.6,6.9,rain
5/24/2003,2.8,6.7,3.9,2.9,rain
5/25/2003,2.5,5.6,2.8,3.1,rain
5/26/2003,6.1,7.2,3.9,2.6,rain
5/27/2003,13,6.7,3.3,3.2,rain
5/28/2003,0.3,12.2,3.9,4.5,rain
5/29/2003,0,13.9,5.6,2.5,sun
5/30/2003,0,12.8,4.4,2.3,sun
5/31/2003,0,14.4,4.4,5.9,sun
6/1/2003,0.5,7.2,4.4,4.7,rain
6/2/2003,19.1,11.1,2.8,5.7,rain
6/3/2003,10.7,14.4,8.9,5.1,rain
6/4/2003,16.5,13.9,7.8,3.9,rain
6/5/2003,46.7,15.6,10.6,3.9,rain
6/6/2003,3,13.3,10,6.2,rain
6/7/2003,0,15.6,8.9,4.2,sun
6/8/2003,32.3,12.8,6.7,2.7,rain
6/9/2003,4.3,15,9.4,4.3,rain
6/10/2003,18.8,12.2,6.1,2.2,rain
6/11/2003,0,14.4,4.4,2.3,fog
6/12/2003,0,16.1,3.3,1.9,fog
6/13/2003,0.5,13.9,5,2.5,rain
6/14/2003,6.9,14.4,8.3,6.1,rain
6/15/2003,8.1,16.7,4.4,3,rain
6/16/2003,27.7,10.6,4.4,3.8,rain
6/17/2003,0.3,10,2.8,3.2,rain
6/18/2003,0,10,3.3,1.6,sun
6/19/2003,0.5,11.1,3.3,5.1,rain
6/20/2003,0,11.1,1.7,3,sun
6/21/2003,0,10.6,2.8,3.8,sun
6/22/2003,0,11.1,1.1,1.8,sun
6/23/2003,0,12.8,4.4,3.3,sun
6/24/2003,0,18.9,2.8,2.2,sun
6/25/2003,4.1,13.9,6.7,4.4,rain
6/26/2003,3.6,11.1,5.6,2.4,rain
6/27/2003,0.3,12.2,6.7,2.8,rain
6/28/2003,22.1,11.7,7.2,3.9,rain
6/29/2003,14,11.7,7.2,5.1,rain
6/30/2003,0,11.1,5,5.1,sun
7/1/2003,0,15.6,2.2,3.8,sun
7/2/2003,0,14.4,6.7,2.8,sun
7/3/2003,0,14.4,5.6,4.2,sun
7/4/2003,2.5,13.3,6.1,3.9,rain
7/5/2003,0,12.8,6.1,4.7,sun
7/6/2003,4.6,11.7,7.8,4.3,rain
7/7/2003,0,13.9,8.3,2.6,sun
7/8/2003,0,21.1,9.4,2.5,sun
7/9/2003,4.6,15.6,8.3,4.2,rain
7/10/2003,0,14.4,6.7,2.9,sun
7/11/2003,0,15,6.7,3.6,sun
7/12/2003,0,17.2,5,2.8,sun
7/13/2003,0,16.1,7.8,4.4,sun
7/14/2003,0,20.6,5.6,3.1,sun
7/15/2003,0,20,5.6,2.6,sun
7/16/2003,0.5,14.4,7.8,4,rain
7/17/2003,10.9,11.1,8.9,4.6,rain
7/18/2003,18.5,11.7,7.2,4.7,rain
7/19/2003,0,14.4,5.6,3.8,sun
7/20/2003,13.7,11.7,5.6,4.7,rain
7/21/2003,0,15.6,5.6,2.7,sun
7/22/2003,5.1,17.2,7.8,2.5,rain
7/23/2003,14.2,12.2,5,4.2,rain
7/24/2003,8.9,11.7,6.1,5,rain
7/25/2003,12.4,13.9,6.1,5.3,rain
7/26/2003,0,14.4,5.6,2.3,sun
7/27/2003,3.3,15,5.6,3.9,rain
7/28/2003,6.9,11.1,6.1,5.8,rain
7/29/2003,0,16.1,4.4,2.6,sun
7/30/2003,0,25,9.4,2.3,sun
7/31/2003,0,27.8,9.4,3.9,sun
8/1/2003,0,29.4,11.1,3,sun
8/2/2003,0,18.3,10.6,4.7,sun
8/3/2003,33.3,15,8.9,3.4,rain
8/4/2003,16,14.4,8.9,4.2,rain
8/5/2003,5.1,15.6,9.4,3.8,rain
8/6/2003,0,16.7,8.3,2.6,sun
8/7/2003,0,18.3,7.2,1.7,sun
8/8/2003,13.7,13.9,9.4,3.4,rain
8/9/2003,2,13.3,7.2,5.6,rain
8/10/2003,0.5,15.6,7.2,2.1,rain
8/11/2003,0,18.9,8.3,1.7,sun
8/12/2003,0,24.4,9.4,2.7,sun
8/13/2003,0,26.7,12.8,3.8,sun
8/14/2003,0,27.8,13.3,3.3,sun
8/15/2003,0,26.7,12.8,3,sun
8/16/2003,0,20,11.7,4.1,sun
8/17/2003,0,20,11.7,3.2,sun
8/18/2003,0,20,10.6,3.2,sun
8/19/2003,0,21.1,10,2.2,sun
8/20/2003,0,22.2,10,2.7,sun
8/21/2003,0,20,10.6,1.7,sun
8/22/2003,0,24.4,11.7,2.5,sun
8/23/2003,3.8,20,12.8,4,rain
8/24/2003,0,18.3,11.1,2.4,sun
8/25/2003,5.6,15,10.6,1.4,rain
8/26/2003,0,18.3,11.1,4.5,sun
8/27/2003,0,20,10,2.5,sun
8/28/2003,0,18.9,10,3.4,sun
8/29/2003,0,18.9,11.1,4.3,sun
8/30/2003,0,20.6,8.9,4.5,sun
8/31/2003,0,23.3,10,2.2,sun
9/1/2003,0,22.2,10.6,2.3,sun
9/2/2003,0,23.3,11.1,2.4,sun
9/3/2003,0,18.3,11.1,3.2,sun
9/4/2003,0,19.4,10,2.6,sun
9/5/2003,0,22.2,10,2.4,sun
9/6/2003,0,25,10.6,3.2,sun
9/7/2003,0,24.4,13.3,3.1,sun
9/8/2003,0,23.3,12.2,2.1,sun
9/9/2003,0,21.1,13.3,3.6,sun
9/10/2003,0,20,12.2,2.9,sun
9/11/2003,0,23.9,11.1,2.7,sun
9/12/2003,1.8,21.7,12.2,4,rain
9/13/2003,6.4,15.6,11.1,5,rain
9/14/2003,0,17.8,11.7,3.2,sun
9/15/2003,0.5,18.3,10,3.6,rain
9/16/2003,3.6,17.8,8.9,2.4,rain
9/17/2003,1.3,17.8,10,3,rain
9/18/2003,0,18.9,11.1,2.7,sun
9/19/2003,0.8,25.6,11.7,3.7,rain
9/20/2003,0.3,20,10,3.4,rain
9/21/2003,0,22.2,10.6,3.6,sun
9/22/2003,0,25,11.1,2.7,sun
9/23/2003,0,25,13.3,2.5,sun
9/24/2003,0,24.4,14.4,2.5,sun
9/25/2003,0,26.1,13.9,2.4,sun
9/26/2003,0,21.1,14.4,4.1,sun
9/27/2003,1.8,21.1,13.9,4.5,rain
9/28/2003,2.3,20,13.3,4.3,rain
9/29/2003,0,20.6,12.8,3.2,sun
9/30/2003,0,25.6,12.8,4.4,sun
10/1/2003,0,34.4,15.6,3.5,sun
10/2/2003,0,27.2,14.4,3.6,sun
10/3/2003,0,21.7,13.9,3.1,sun
10/4/2003,0,23.9,13.9,3.6,sun
10/5/2003,0,24.4,13.3,2.2,fog
10/6/2003,0,28.9,15,3,sun
10/7/2003,0,27.2,17.8,4.1,fog
10/8/2003,0,30,15.6,3.5,sun
10/9/2003,0,26.7,13.9,2.3,sun
10/10/2003,0,28.9,12.8,2.2,fog
10/11/2003,0,31.1,15,2.2,sun
10/12/2003,0,32.2,16.7,2.2,sun
10/13/2003,0,29.4,15,2.6,sun
10/14/2003,0,27.8,15,2.8,sun
10/15/2003,0,31.1,13.9,2.3,sun
10/16/2003,0,31.1,14.4,2.4,sun
10/17/2003,0,26.7,13.9,3.7,sun
10/18/2003,0,23.9,11.7,2.8,sun
10/19/2003,0,25.6,15,5.4,fog
10/20/2003,0,19.4,14.4,2.8,sun
10/21/2003,0,23.9,13.3,2.2,sun
10/22/2003,0.3,21.1,13.3,1.1,rain
10/23/2003,19.3,18.9,13.3,3.3,rain
10/24/2003,0,20.6,12.8,4.7,sun
10/25/2003,0,22.8,12.2,2.7,sun
10/26/2003,0,26.1,13.3,3.6,sun
10/27/2003,0,28.3,15,4.1,sun
10/28/2003,0,30.6,15,3.7,sun
10/29/2003,0,30,15.6,2.8,sun
10/30/2003,0,29.4,14.4,3.4,sun
10/31/2003,0,30.6,17.8,4.1,sun
11/1/2003,0,28.9,15,3.3,sun
11/2/2003,0.5,29.4,15.6,1.7,rain
11/3/2003,0,31.7,14.4,2.6,sun
11/4/2003,0,32.8,16.1,2.6,sun
11/5/2003,0,25,13.9,2.7,sun
11/6/2003,0,26.1,15,2.2,fog
11/7/2003,0,25.6,13.3,2.4,fog
11/8/2003,0,25.6,13.3,2.9,sun
11/9/2003,0,27.2,15.6,4.1,sun
11/10/2003,0,30.6,13.9,3.4,sun
11/11/2003,0.5,35.6,17.8,2.6,rain
11/12/2003,12.7,27.2,17.2,3.1,rain
11/13/2003,21.6,23.3,15,2.7,rain
11/14/2003,0,21.1,17.2,0.6,sun
11/15/2003,1,24.4,16.7,1.5,rain
11/16/2003,0,25.6,15.6,2.2,sun
11/17/2003,0,27.8,15,2.8,sun
11/18/2003,0,29.4,15.6,3.3,sun
11/19/2003,0,27.2,15.6,2.4,sun
11/20/2003,0,21.7,13.9,3.6,sun
11/21/2003,0,21.1,11.1,1.7,sun
11/22/2003,0,23.9,13.3,2.9,sun
11/23/2003,0,27.8,13.9,2,sun
11/24/2003,0,25,13.3,2.3,sun
11/25/2003,0,28.9,14.4,2,sun
11/26/2003,0,31.1,15.6,1.8,sun
11/27/2003,0,28.9,16.1,1.6,sun
11/28/2003,0,23.3,14.4,2.3,sun
11/29/2003,0,22.8,15,3.4,sun
11/30/2003,8.4,17.8,15,2.2,rain
12/1/2003,1.3,21.1,13.9,1.9,rain
12/2/2003,0,23.3,12.8,2.5,sun
12/3/2003,3,20,13.9,4.3,rain
12/4/2003,0,20.6,12.8,2.7,sun
12/5/2003,0,23.9,11.1,3.1,fog
12/6/2003,0,27.8,13.9,6.5,fog
12/7/2003,0,32.2,15,2.9,sun
12/8/2003,0,28.3,13.3,2.1,sun
12/9/2003,0,21.1,13.3,2.8,sun
12/10/2003,0,21.7,13.3,2.3,sun
12/11/2003,0,22.2,12.2,3.9,sun
12/12/2003,0,24.4,12.8,5.3,sun
12/13/2003,0,24.4,12.8,5.9,sun
12/14/2003,0,28.3,10,4.2,sun
12/15/2003,0,30,11.7,1.8,sun
12/16/2003,0,30.6,12.2,1.2,sun
12/17/2003,0,22.2,13.9,2.8,sun
12/18/2003,0.5,22.8,14.4,2.3,rain
12/19/2003,0.3,19.4,15,3.1,rain
12/20/2003,0,23.9,16.1,2.8,sun
12/21/2003,0,24.4,14.4,4.4,fog
12/22/2003,0,26.1,12.8,3,sun
12/23/2003,0.3,22.2,15,2.1,rain
12/24/2003,18.3,18.9,14.4,2.5,rain
12/25/2003,20.3,18.9,14.4,2.7,rain
12/26/2003,4.3,21.7,14.4,2.5,rain
12/27/2003,8.9,20,13.9,3.3,rain
12/28/2003,0,20.6,11.7,3.2,fog
12/29/2003,0,18.9,12.2,2,fog
12/30/2003,0.8,16.7,11.1,3.5,rain
12/31/2003,0,19.4,12.2,2.6,sun
1/1/2004,0,18.3,11.1,2.1,sun
1/2/2004,0,19.4,10,2,sun
1/3/2004,0,22.2,8.9,1,sun
1/4/2004,0,21.7,12.2,1.2,sun
1/5/2004,0,23.9,11.7,1.4,fog
1/6/2004,0,25.6,13.3,2.5,fog
1/7/2004,0,18.9,13.9,1,fog
1/8/2004,0,20.6,12.8,1.8,fog
1/9/2004,0,17.2,11.1,1,fog
1/10/2004,0.3,18.3,10,3.8,rain
1/11/2004,7.4,18.3,11.7,3.5,rain
1/12/2004,0,17.8,11.7,2.1,sun
1/13/2004,7.6,21.1,10,3.1,rain
1/14/2004,7.1,16.7,11.7,2.2,rain
1/15/2004,8.6,16.1,11.7,4.7,rain
1/16/2004,0,20.6,11.1,3.3,sun
1/17/2004,3.3,16.7,11.7,3,rain
1/18/2004,15,19.4,13.9,1.9,rain
1/19/2004,0,22.2,12.8,3.2,sun
1/20/2004,11.7,16.1,12.2,3.1,rain
1/21/2004,1,16.1,11.7,4.7,rain
1/22/2004,32,15.6,11.7,5,rain
1/23/2004,9.4,14.4,8.3,4.6,rain
1/24/2004,4.1,14.4,8.9,3.2,rain
1/25/2004,6.1,16.7,8.3,5.4,rain
1/26/2004,1.5,12.8,7.8,5,rain
1/27/2004,0.8,15.6,6.7,2.4,rain
1/28/2004,12.7,15,9.4,3.9,rain
1/29/2004,0.5,16.7,11.7,3.1,rain
1/30/2004,25.4,15.6,11.1,3.2,rain
1/31/2004,17,12.8,8.3,2,rain
2/1/2004,0,11.1,7.2,1.2,fog
2/2/2004,1.8,13.3,7.2,2.9,rain
2/3/2004,10.9,13.9,11.1,4.8,rain
2/4/2004,4.1,14.4,10.6,3.3,rain
2/5/2004,4.8,15,10.6,2.1,rain
2/6/2004,4.1,16.7,10.6,6.7,rain
2/7/2004,0,14.4,7.2,2.3,sun
2/8/2004,0,12.8,3.9,0.8,fog
2/9/2004,5.1,13.3,7.8,3,rain
2/10/2004,0,11.1,5.6,3.9,sun
2/11/2004,0,7.8,1.1,7.7,sun
2/12/2004,0,6.7,0,7.6,sun
2/13/2004,0,7.2,0.6,4.7,sun
2/14/2004,0,7.2,-2.1,4.5,sun
2/15/2004,0,8.3,-1.6,4.2,sun
2/16/2004,0,9.4,-2.1,4.2,sun
2/17/2004,0,10.6,-2.1,1.9,sun
2/18/2004,0,7.2,-0.5,0.9,sun
2/19/2004,0,11.1,2.2,1.9,sun
2/20/2004,3.6,11.1,5.6,2.1,rain
2/21/2004,15.2,11.1,8.3,4.7,rain
2/22/2004,0.5,9.4,6.7,4.7,rain
2/23/2004,11.9,12.8,5.6,5.1,rain
2/24/2004,1.3,11.7,4.4,3.8,rain
2/25/2004,18.3,13.9,9.4,4.5,rain
2/26/2004,0.3,15,12.2,3.9,rain
2/27/2004,3.3,14.4,11.7,6.6,rain
2/28/2004,34.3,12.8,3.3,5.8,rain
2/29/2004,3.6,4.4,-4.3,5.3,snow
3/1/2004,0,2.8,-4.9,4.4,sun
3/2/2004,0,4.4,-3.2,2.2,sun
3/3/2004,0,5.6,-3.2,5.7,fog
3/4/2004,0,10,0,3.6,sun
3/5/2004,0.8,8.3,3.9,1.1,rain
3/6/2004,3,12.8,6.7,3.1,rain
3/7/2004,7.4,11.7,7.8,3.6,rain
3/8/2004,0,14.4,6.1,2.8,sun
3/9/2004,9.1,14.4,8.9,4.2,rain
3/10/2004,9.9,16.1,10.6,5.1,rain
3/11/2004,13,18.9,10,6.7,rain
3/12/2004,6.9,14.4,8.3,6.4,rain
3/13/2004,0,11.1,7.2,3.7,sun
3/14/2004,0,10,3.9,1.1,fog
3/15/2004,0,12.8,1.7,3.5,fog
3/16/2004,0,12.2,6.7,5.9,sun
3/17/2004,0,10,8.3,4,sun
3/18/2004,2.8,8.9,6.1,1.6,rain
3/19/2004,13,9.4,6.7,3.1,rain
3/20/2004,3,11.1,7.2,4.3,rain
3/21/2004,19.6,12.8,6.7,5.5,rain
3/22/2004,0,12.8,10,5.2,sun
3/23/2004,0,10.6,6.1,1.5,sun
3/24/2004,20.6,12.2,5,3.8,rain
3/25/2004,5.3,7.2,3.9,1.8,rain
3/26/2004,0,7.8,2.8,2.2,fog
3/27/2004,0,5.6,1.7,1.2,fog
3/28/2004,3.3,9.4,4.4,4.9,rain
3/29/2004,4.1,6.7,2.8,1.8,rain
3/30/2004,0,6.1,0.6,4.3,fog
3/31/2004,0,3.3,-2.1,3.6,sun
4/1/2004,0,3.3,-2.7,3,sun
4/2/2004,0,5.6,-3.2,1.2,sun
4/3/2004,1.5,5.6,0,2.3,rain
4/4/2004,0,5,1.7,1.7,fog
4/5/2004,10.2,10.6,3.3,4.5,rain
4/6/2004,8.1,12.2,9.4,6.4,rain
4/7/2004,0,12.2,6.1,1.3,fog
4/8/2004,0,7.8,5.6,1.6,fog
4/9/2004,0,7.8,1.7,2.6,fog
4/10/2004,0.3,10,3.3,0.6,rain
4/11/2004,5.8,7.8,6.1,0.5,rain
4/12/2004,1.5,9.4,7.2,1.1,rain
4/13/2004,0,11.1,4.4,1.6,fog
4/14/2004,0,9.4,2.8,2.7,fog
4/15/2004,0,6.1,0.6,2.8,fog
4/16/2004,9.7,7.8,1.1,3.2,rain
4/17/2004,0,11.7,5.6,4.5,fog
4/18/2004,26.2,13.3,3.3,2.8,rain
4/19/2004,21.3,13.9,7.2,6.6,rain
4/20/2004,0.5,10,6.1,2.8,rain
4/21/2004,0,10,3.3,3,fog
4/22/2004,0,7.2,-0.5,1.3,fog
4/23/2004,0.8,9.4,6.1,1.3,rain
4/24/2004,5.8,12.2,8.3,2.6,rain
4/25/2004,0.5,14.4,11.1,3.3,rain
4/26/2004,0,17.2,7.2,1.4,fog
4/27/2004,0,16.1,6.1,2.2,fog
4/28/2004,0.8,11.1,8.3,2,rain
4/29/2004,0,12.2,5,1.8,fog
4/30/2004,0,12.2,3.3,2.9,sun
5/1/2004,0,8.3,1.1,0.8,fog
5/2/2004,0,7.2,3.3,1.9,fog
5/3/2004,1.5,9.4,4.4,2.6,rain
5/4/2004,7.4,11.1,5,4,rain
5/5/2004,1.3,10,5.6,1.9,rain
5/6/2004,8.4,10.6,4.4,1.7,rain
5/7/2004,26.2,13.3,8.3,4.6,rain
5/8/2004,17.3,14.4,10,4.5,rain
5/9/2004,23.6,12.2,9.4,4.6,rain
5/10/2004,3.6,15,8.3,3.9,rain
5/11/2004,6.1,13.3,8.3,2.5,rain
5/12/2004,0.3,12.8,8.3,4,rain
5/13/2004,0,12.8,5.6,1,fog
5/14/2004,1,16.7,9.4,2.1,rain
5/15/2004,0,15.6,6.7,1.7,fog
5/16/2004,0.3,14.4,6.7,2.9,rain
5/17/2004,0,12.2,3.9,4.8,sun
5/18/2004,0,15,5.6,6.6,fog
5/19/2004,0,16.1,4.4,4,sun
5/20/2004,0,12.2,4.4,2.6,sun
5/21/2004,4.6,10.6,8.3,2.2,rain
5/22/2004,0.8,11.1,7.2,0.9,rain
5/23/2004,0,12.2,5.6,4.5,sun
5/24/2004,0,11.7,3.3,4.2,sun
5/25/2004,0,12.8,0.6,1.4,sun
5/26/2004,0,11.1,2.2,1.5,sun
5/27/2004,4.1,10,6.7,1,rain
